cityEnglishName,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20
Zhangye,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,NA,2,2,NA,2,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,2,2,2,2,NA,2,NA,2,2,2,2,NA,NA,2,NA,NA,2,NA,2,NA,2,2,NA,NA,NA,NA,NA
Zhangzhou,0,3,3,4,5,6,7,7,11,11,13,13,13,16,16,16,16,16,17,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,NA,20,20,20,20,NA
Zhanjiang,2,2,2,4,5,7,9,11,13,13,14,15,18,19,19,20,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,NA
Zhaoqing,1,1,2,4,4,5,5,6,6,6,7,10,10,13,14,14,14,14,15,15,16,17,17,17,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,NA
Zhaotong,NA,NA,1,1,2,2,4,4,6,6,8,9,10,10,10,10,12,12,12,14,14,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,25,25,25,25,NA,NA,NA,25,NA,NA,NA,25,NA,NA,25
Zhengzhou,2,3,6,29,37,40,46,50,56,65,72,85,92,102,112,120,126,130,132,137,137,142,144,148,151,154,156,156,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,NA,NA,157,158,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,157,NA,157,157,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,157,NA,NA
Zhenjiang,NA,NA,2,2,2,2,2,2,2,3,3,5,5,8,9,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,NA,12,12,NA,12,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,NA,12,12,12,NA,12,12,NA,12,NA,NA,NA,NA,12,12,12,NA,NA
Zhong County,1,1,3,5,9,11,11,12,12,12,15,15,16,15,16,16,16,18,18,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,21,NA,21,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhongshan,1,2,2,2,5,12,16,18,18,18,25,31,31,44,46,46,51,56,58,58,62,64,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,NA
Zhongwei,1,1,1,1,1,1,1,2,2,2,2,3,NA,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,NA,3,3,3,3,4,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhoukou,1,1,4,5,15,19,25,36,38,40,47,52,56,59,60,62,62,65,65,66,66,69,70,71,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,NA,NA,76,76,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,76,NA,76,76,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,76,NA,NA
Zhoushan,1,1,2,2,4,6,6,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,10,10,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,10,10,10,10,10,10,NA,10,10,10,NA
Zhuhai,4,8,1,12,12,14,18,26,38,38,51,64,69,73,73,82,83,85,86,86,87,91,95,96,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,100,101,101,101,101,101,102,102,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,NA
Zhumadian,NA,2,2,7,10,16,25,30,40,46,58,72,82,98,106,113,116,123,126,128,128,137,138,138,138,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,NA,NA,139,139,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,139,NA,139,139,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,139,NA,NA
Zhuzhou,1,1,1,3,7,13,18,19,22,25,26,34,38,41,46,48,58,61,68,68,71,77,78,78,78,78,78,78,78,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zibo,NA,NA,NA,2,2,4,6,8,10,10,12,12,12,14,15,15,16,16,17,21,20,26,28,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,NA,30,30,NA,30,30,30,30,30,NA,30,30,30,NA,NA,30,30,NA,30,30,30,30,30,30,30,30,NA,30,NA,30,NA
Zigong,NA,1,1,2,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,NA,9,9,9,9,9,9,NA,9,9,NA,9,NA,9,9,NA,9,9,9,9,9,9,9,NA,NA,9,9,NA,9,NA
Ziyang,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,NA,4,4,NA,4,NA,4,4,NA,4,4,4,4,4,4,4,NA,NA,4,4,NA,4,NA
Zunyi,NA,NA,NA,NA,NA,NA,1,1,NA,5,8,9,9,9,12,15,15,19,23,25,25,28,31,32,32,32,32,32,32,32,32,NA,32,NA,32,NA,NA,NA,32,NA,NA,NA,NA,32,32,32,32,32,32,32,32,NA,32,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
